Mod:Item:MetaData, Localized Name
props:props:1242, Door 4 Right Light Blue
props:props:1243, Door 4 Right Razzle
props:props:1244, Door 4 Right Red
props:props:1245, Door 4 Right Pink
props:props:1246, Door 4 Right Black
props:props:1247, Door 4 Right Yellow
props:props:1248, Door 4 Right Coral
props:props:1249, Door 4 Right Cyan
props:props:1250, Door 4 Right Gray
props:props:1251, Door 5 Left
props:props:1252, Door 5 Right
props:props:1253, Rotary Phone
props:props:1254, Upright Piano
props:props:1255, Ingolf Chair White
props:props:1256, Ingolf Chair Black
props:props:1257, Ingolf Chair Light
props:props:1258, Ingolf Chair Medium
props:props:1259, Ingolf Chair Dark
props:props:1260, Industrial Ceiling Lamp
props:props:1261, Glass Desk
props:props:1262, Industrial TV Stand White
props:props:1263, Industrial TV Stand Black
props:props:1264, Industrial TV Stand Light
props:props:1265, Industrial TV Stand Medium
props:props:1266, Industrial TV Stand Dark
props:props:1267, Borje Chair White
props:props:1268, Borje Chair White Dark Blue
props:props:1269, Borje Chair White Orange
props:props:1270, Borje Chair White Purple
props:props:1271, Borje Chair White Blue
props:props:1272, Borje Chair White Lime
props:props:1273, Borje Chair White Green
props:props:1274, Borje Chair White Fuchsia
props:props:1275, Borje Chair White Light Blue
props:props:1276, Borje Chair White Razzle
props:props:1277, Borje Chair White Red
props:props:1278, Borje Chair White Pink
props:props:1279, Borje Chair White Black
props:props:1280, Borje Chair White Yellow
props:props:1281, Borje Chair White Coral
props:props:1282, Borje Chair White Cyan
props:props:1283, Borje Chair White Gray
props:props:1284, Borje Chair Black
props:props:1285, Borje Chair Black Dark Blue
props:props:1286, Borje Chair Black Orange
props:props:1287, Borje Chair Black Purple
props:props:1288, Borje Chair Black Blue
props:props:1289, Borje Chair Black Lime
props:props:1290, Borje Chair Black Green
props:props:1291, Borje Chair Black Fuchsia
props:props:1292, Borje Chair Black Light Blue
props:props:1293, Borje Chair Black Razzle
props:props:1294, Borje Chair Black Red
props:props:1295, Borje Chair Black Pink
props:props:1296, Borje Chair Black Black
props:props:1297, Borje Chair Black Yellow
props:props:1298, Borje Chair Black Coral
props:props:1299, Borje Chair Black Cyan
props:props:1300, Borje Chair Black Gray
props:props:1301, Borje Chair Light
props:props:1302, Borje Chair Light Dark Blue
props:props:1304, Borje Chair Light Orange
props:props:1305, Borje Chair Light Purple
props:props:1306, Borje Chair Light Blue
props:props:1307, Borje Chair Light Lime
props:props:1308, Borje Chair Light Green
props:props:1309, Borje Chair Light Fuchsia
props:props:1310, Borje Chair Light Light Blue
props:props:1311, Borje Chair Light Razzle
props:props:1312, Borje Chair Light Red
props:props:1313, Borje Chair Light Pink
props:props:1314, Borje Chair Light Black
props:props:1315, Borje Chair Light Yellow
props:props:1316, Borje Chair Light Coral
props:props:1317, Borje Chair Light Cyan
props:props:1318, Borje Chair Light Gray
props:props:1319, Borje Chair Medium
props:props:1320, Borje Chair Medium Dark Blue
props:props:1321, Borje Chair Medium Orange
props:props:1322, Borje Chair Medium Purple
props:props:1323, Borje Chair Medium Blue
props:props:1324, Borje Chair Medium Lime
props:props:1325, Borje Chair Medium Green
props:props:1326, Borje Chair Medium Fuchsia
props:props:1327, Borje Chair Medium Medium Blue
props:props:1328, Borje Chair Medium Razzle
props:props:1329, Borje Chair Medium Red
props:props:1330, Borje Chair Medium Pink
props:props:1331, Borje Chair Medium Black
props:props:1332, Borje Chair Medium Yellow
props:props:1333, Borje Chair Medium Coral
props:props:1334, Borje Chair Medium Cyan
props:props:1335, Borje Chair Medium Gray
props:props:1336, Borje Chair Dark
props:props:1337, Borje Chair Dark Dark Blue
props:props:1338, Borje Chair Dark Orange
props:props:1339, Borje Chair Dark Purple
props:props:1340, Borje Chair Dark Blue
props:props:1341, Borje Chair Dark Lime
props:props:1342, Borje Chair Dark Green
props:props:1343, Borje Chair Dark Fuchsia
props:props:1344, Borje Chair Dark Light Blue
props:props:1345, Borje Chair Dark Razzle
props:props:1346, Borje Chair Dark Red
props:props:1347, Borje Chair Dark Pink
props:props:1348, Borje Chair Dark Black
props:props:1349, Borje Chair Dark Yellow
props:props:1350, Borje Chair Dark Coral
props:props:1351, Borje Chair Dark Cyan
props:props:1352, Borje Chair Dark Gray
props:props:1353, Industrial Chair
props:props:1354, Industrial Chair Dark Blue
props:props:1355, Industrial Chair Orange
props:props:1356, Industrial Chair Purple
props:props:1357, Industrial Chair Blue
props:props:1358, Industrial Chair Lime
props:props:1359, Industrial Chair Green
props:props:1360, Industrial Chair Fuchsia
props:props:1361, Industrial Chair Light Blue
props:props:1362, Industrial Chair Razzle
props:props:1363, Industrial Chair Red
props:props:1364, Industrial Chair Pink
props:props:1365, Industrial Chair Black
props:props:1366, Industrial Chair Yellow
props:props:1367, Industrial Chair Coral
props:props:1368, Industrial Chair Cyan
props:props:1369, Industrial Chair Gray
props:props:1370, Industrial Sofa
props:props:1371, Industrial Sofa Dark Blue
props:props:1372, Industrial Sofa Orange
props:props:1373, Industrial Sofa Purple
props:props:1374, Industrial Sofa Blue
props:props:1375, Industrial Sofa Lime
props:props:1376, Industrial Sofa Green
props:props:1377, Industrial Sofa Fuchsia
props:props:1378, Industrial Sofa Light Blue
props:props:1379, Industrial Sofa Razzle
props:props:1380, Industrial Sofa Red
props:props:1381, Industrial Sofa Pink
props:props:1382, Industrial Sofa Black
props:props:1383, Industrial Sofa Yellow
props:props:1384, Industrial Sofa Coral
props:props:1385, Industrial Sofa Cyan
props:props:1386, Industrial Sofa Gray
props:props:1387, Industrial FootLamp
props:props:1388, Industrial FootLamp Dark Blue
props:props:1389, Industrial FootLamp Orange
props:props:1390, Industrial FootLamp Purple
props:props:1391, Industrial FootLamp Blue
props:props:1392, Industrial FootLamp Lime
props:props:1393, Industrial FootLamp Green
props:props:1394, Industrial FootLamp Fuchsia
props:props:1395, Industrial FootLamp Light Blue
props:props:1396, Industrial FootLamp Razzle
props:props:1397, Industrial FootLamp Red
props:props:1398, Industrial FootLamp Pink
props:props:1399, Industrial FootLamp Black
props:props:1400, Industrial FootLamp Yellow
props:props:1401, Industrial FootLamp Coral
props:props:1402, Industrial FootLamp Cyan
props:props:1403, Industrial FootLamp Gray
props:props:1404, Office Chair 3
props:props:1405, Office Chair 3 Black
props:props:1406, Tulip Vase
props:props:1407, Tulip Vase Dark Blue
props:props:1408, Tulip Vase Orange
props:props:1409, Tulip Vase Purple
props:props:1410, Tulip Vase Blue
props:props:1411, Tulip Vase Lime
props:props:1412, Tulip Vase Green
props:props:1413, Tulip Vase Fuchsia
props:props:1414, Tulip Vase Light Blue
props:props:1415, Tulip Vase Razzle
props:props:1416, Tulip Vase Red
props:props:1417, Tulip Vase Pink
props:props:1418, Tulip Vase Yellow
props:props:1419, Tulip Vase Coral
props:props:1420, Tulip Vase Cyan
props:props:1421, Industrial Coffee Table Light
props:props:1422, Industrial Coffee Table Medium
props:props:1423, Industrial Coffee Table Dark
props:props:1424, Industrial Table 1 Light
props:props:1425, Industrial Table 1 Medium
props:props:1426, Industrial Table 1 Dark
props:props:1427, Industrial Table 2 Light
props:props:1428, Industrial Table 2 Medium
props:props:1429, Industrial Table 2 Dark
props:props:1430, Hanging Lamp Short
props:props:1431, Piano Stool
props:props:1432, Patron Doll Oddles
props:props:1433, Patron Doll Hazardrar
props:props:1434, Patron Doll Cottonbaler
props:props:1435, Patron Doll thatdesiree
props:props:1436, Patron Doll Momibelle
props:props:1437, Patron Doll SirSammyI
props:props:1438, Patron Doll AdaSusi
props:props:1439, Patron Doll stacysays
props:props:1440, BBQ Grill
props:props:1441, ATM
props:props:1442, Teller Window Vintage
props:props:1443, Teller Window Modern
props:props:1444, Vault Door Iron
props:props:1445, Vault Door Gold
props:props:1446, Vault Door Black
props:props:1447, Modern Cash Register
props:props:1448, Barber Chair
props:props:1449, Awning 1
props:props:1450, Awning 1 Dark Blue
props:props:1451, Awning 1 Orange
props:props:1452, Awning 1 Purple
props:props:1453, Awning 1 Blue
props:props:1454, Awning 1 Lime
props:props:1455, Awning 1 Green
props:props:1456, Awning 1 Fuchsia
props:props:1457, Awning 1 Light Blue
props:props:1458, Awning 1 Razzle
props:props:1459, Awning 1 Red
props:props:1460, Awning 1 Pink
props:props:1461, Awning 1 Yellow
props:props:1462, Awning 1 Coral
props:props:1463, Awning 1 Cyan
props:props:1464, Awning 2
props:props:1465, Awning 2 Dark Blue
props:props:1466, Awning 2 Orange
props:props:1467, Awning 2 Purple
props:props:1468, Awning 2 Blue
props:props:1469, Awning 2 Lime
props:props:1470, Awning 2 Green
props:props:1471, Awning 2 Fuchsia
props:props:1472, Awning 2 Light Blue
props:props:1473, Awning 2 Razzle
props:props:1474, Awning 2 Red
props:props:1475, Awning 2 Pink
props:props:1476, Awning 2 Yellow
props:props:1477, Awning 2 Coral
props:props:1478, Awning 2 Cyan
props:props:1479, Awning 3
props:props:1480, Awning 3 Dark Blue
props:props:1481, Awning 3 Orange
props:props:1482, Awning 3 Purple
props:props:1483, Awning 3 Blue
props:props:1484, Awning 3 Lime
props:props:1485, Awning 3 Green
props:props:1486, Awning 3 Fuchsia
props:props:1487, Awning 3 Light Blue
props:props:1488, Awning 3 Razzle
props:props:1489, Awning 3 Red
props:props:1490, Awning 3 Pink
props:props:1491, Awning 3 Yellow
props:props:1492, Awning 3 Coral
props:props:1493, Awning 3 Cyan
props:props:1494, Restaurant Table 1
props:props:1495, Restaurant Table 1 Dark Blue
props:props:1496, Restaurant Table 1 Orange
props:props:1497, Restaurant Table 1 Purple
props:props:1498, Restaurant Table 1 Blue
props:props:1499, Restaurant Table 1 Lime
props:props:1500, Restaurant Table 1 Green
props:props:1501, Restaurant Table 1 Fuchsia
props:props:1502, Restaurant Table 1 Light Blue
props:props:1503, Restaurant Table 1 Razzle
props:props:1504, Restaurant Table 1 Red
props:props:1505, Restaurant Table 1 Pink
props:props:1506, Restaurant Table 1 Yellow
props:props:1507, Restaurant Table 1 Coral
props:props:1508, Restaurant Table 1 Cyan
props:props:1509, Restaurant Table 2
props:props:1510, Restaurant Table 2 Dark Blue
props:props:1511, Restaurant Table 2 Orange
props:props:1512, Restaurant Table 2 Purple
props:props:1513, Restaurant Table 2 Blue
props:props:1514, Restaurant Table 2 Lime
props:props:1515, Restaurant Table 2 Green
props:props:1516, Restaurant Table 2 Fuchsia
props:props:1517, Restaurant Table 2 Light Blue
props:props:1518, Restaurant Table 2 Razzle
props:props:1519, Restaurant Table 2 Red
props:props:1520, Restaurant Table 2 Pink
props:props:1521, Restaurant Table 2 Yellow
props:props:1522, Restaurant Table 2 Coral
props:props:1523, Restaurant Table 2 Cyan
props:props:1524, Restaurant Table 3
props:props:1525, Restaurant Table 3 Dark Blue
props:props:1526, Restaurant Table 3 Orange
props:props:1527, Restaurant Table 3 Purple
props:props:1528, Restaurant Table 3 Blue
props:props:1529, Restaurant Table 3 Lime
props:props:1530, Restaurant Table 3 Green
props:props:1531, Restaurant Table 3 Fuchsia
props:props:1532, Restaurant Table 3 Light Blue
props:props:1533, Restaurant Table 3 Razzle
props:props:1534, Restaurant Table 3 Red
props:props:1535, Restaurant Table 3 Pink
props:props:1536, Restaurant Table 3 Yellow
props:props:1537, Restaurant Table 3 Coral
props:props:1538, Restaurant Table 3 Cyan
props:props:1539, Picket Fence 1 Wood Dark
props:props:1540, Picket Fence 1 White
props:props:1541, Picket Fence 1 Wood Light
props:props:1542, Banister 1 Wood Dark
props:props:1543, Banister 1 Wood Medium
props:props:1544, Banister 1 Wood Light
props:props:1545, Vault Door Iron Open
props:props:1546, Vault Door Gold Open
props:props:1547, Vault Door BlackOpen
props:props:1548, Car Park Barrier Open
props:props:1549, Patron Doll Kenny
props:props:1550, Patron Doll Cymosa
props:props:1551, Patron Doll JikanUsagi
props:props:1552, Patron Doll Gold172
props:props:1553, Patron AtariKafa
props:props:1554, Sunglass Display
props:props:1555, Frames Dispenser
props:props:1556, Locker
props:props:1557, Locker Dark Blue
props:props:1558, Locker Orange
props:props:1559, Locker Purple
props:props:1560, Locker Blue
props:props:1561, Locker Lime
props:props:1562, Locker Green
props:props:1563, Locker Fuchsia
props:props:1564, Locker Light Blue
props:props:1565, Locker Razzle
props:props:1566, Locker Red
props:props:1567, Locker Pink
props:props:1568, Locker Yellow
props:props:1569, Locker Coral
props:props:1570, Locker Cyan
props:props:1571, Patron Doll Zachary_Qiun
props:props:1572, Mini Football
props:props:1573, Water Dispenser
props:props:1574, Patron Chestboy
props:props:1575, Plates Double
props:props:1576, Patron estranged42
props:props:1577, Clothes Rack 1
props:props:1578, Clothes Rack 2
props:props:1579, Clothes Rack 3
props:props:1580, Clothes Rack 4
props:props:1581, Yarn Basket
props:props:1582, Bay Window
props:props:1583, Bay Window Dark Blue
props:props:1584, Bay Window Orange
props:props:1585, Bay Window Purple
props:props:1586, Bay Window Blue
props:props:1587, Bay Window Lime
props:props:1588, Bay Window Green
props:props:1589, Bay Window Fuchsia
props:props:1590, Bay Window Light Blue
props:props:1591, Bay Window Razzle
props:props:1592, Bay Window Red
props:props:1593, Bay Window Pink
props:props:1594, Bay Window Yellow
props:props:1595, Bay Window Coral
props:props:1596, Bay Window Cyan
props:props:1597, Bay Window Light Wood
props:props:1598, Bay Window Medium Wood
props:props:1599, Bay Window Dark Wood
props:props:1600, Bay Window Tall
props:props:1601, Bay Window Tall Dark Blue
props:props:1602, Bay Window Tall Orange
props:props:1603, Bay Window Tall Purple
props:props:1604, Bay Window Tall Blue
props:props:1605, Bay Window Tall Lime
props:props:1606, Bay Window Tall Green
props:props:1607, Bay Window Tall Fuchsia
props:props:1608, Bay Window Tall Light Blue
props:props:1609, Bay Window Tall Razzle
props:props:1610, Bay Window Tall Red
props:props:1611, Bay Window Tall TallPink
props:props:1612, Bay Window Tall Yellow
props:props:1613, Bay Window Tall Coral
props:props:1614, Bay Window Tall Cyan
props:props:1615, Bay Window Tall Light Wood
props:props:1616, Bay Window Tall Medium Wood
props:props:1617, Bay Window Tall Dark Wood
props:props:1618, Window 1
props:props:1619, Window 1 Tall Dark Blue
props:props:1620, Window 1 Tall Orange
props:props:1621, Window 1 Tall Purple
props:props:1622, Window 1 Tall Blue
props:props:1623, Window 1 Tall Lime
props:props:1624, Window 1 Tall Green
props:props:1625, Window 1 Tall Fuchsia
props:props:1626, Window 1 Tall Light Blue
props:props:1627, Window 1 Tall Razzle
props:props:1628, Window 1 Tall Red
props:props:1629, Window 1 Tall TallPink
props:props:1630, Window 1 Tall Yellow
props:props:1631, Window 1 Tall Coral
props:props:1632, Window 1 Tall Cyan
props:props:1633, Window 1 Tall Light Wood
props:props:1634, Window 1 Tall Medium Wood
props:props:1635, Window 1 Tall Dark Wood
props:props:1636, Window 1 Open
props:props:1637, Window 1 Open Tall Dark Blue
props:props:1638, Window 1 Open Tall Orange
props:props:1639, Window 1 Open Tall Purple
